text	emotion
아니면 월요일에 휴식 시간에 당신을 만날 수 있습니다.	중립
돈도 없는데 은퇴할 때가 되니 무척 당황스럽네.	불안
친구를 괴롭힌 애가 나도 함께 괴롭힐까 봐 함께 있기 두려워.	불안
나보다 공부 잘하는 애를 내가 질투심에 밀치고 갔어.	분노
우리는 용어 시트를 연구하고 있으며 이번 주 후반에 고객과의 협상을 계속할 것입니다.	중립
자꾸 공무원 시험에 떨어져서 힘들어.	상처
내가 소개해준 김 영감에게 여러 사람이 피해를 봐서 죄책감이 들어.	당황
부모님이 정년퇴직을 하셔서 매달 돈을 드려야 하는데 자식들 교육비가 모자라.	당황
언니가 나는 잘하는 게 아무것도 없대. 너무 속상해.	상처
그래서 저는 샌 안토니오에 가지 않고 내일 조지 타운으로 향하고 있습니다.	중립
아니 사장이 나더러 이제 나이도 충분히 먹었으니 은퇴 준비를 하라고 하더라고. 결국 마지막에는 권고사직으로 퇴사하게 됐지.	당황
회사에서 다른 사람의 잘못 때문에 내가 징계를 받았는데 정말 속상해.	상처
나름 건강에는 자신이 있었는데 마흔다섯이 넘으면서 갑자기 체력이 현저하게 떨어지네.	상처
나는 그들이 Polk를 가지고 다니고 있다고 생각하지 않지만 Polk 스피커를 요청 해야하는 사람에게 물어보십시오.	중립
크리스티, 파일을 열 수 없었습니다. 하드 카피를 보내 주시겠습니까?	중립
우리는 또한이 회의에서 제안 된 프로모션에 대해서도 논의 할 것입니다.	중립
나는 당신이 정부의 부사장 인 Jim Staffus (SP?)에게 전달할 것이라는 것을 알고 있습니다.	중립
남편이 나랑 제일 친한 친구랑 바람난 것 같아.	상처
초대를 보려면 아래 웹 주소를 클릭하거나 웹 브라우저에 복사하여 http://www.sendomatic.com/servlets/v?e=61945&u=742518에 붙여 넣으십시오.	중립
3. 이제 온라인으로 파일을 저장, 보내기, 공유,보기 및 관리 할 수 있습니다.	중립
나 다음 주부터 출근하게 되었어.	기쁨
나 너무 무서워.	불안
회사를 그만두고 나니 나라는 인간은 더는 아무짝에도 쓸모가 없는 것 같아.	상처
내가 버는 돈이 너무 쥐꼬리만 해. 뭘 하기에도 힘들고 죽고 싶어.	분노
회사에 거짓말을 한 것이 들통나서 마음에 너무 걸려.	당황
내일 끝날 때까지 다루고 싶은 주제 목록을 보내려고 노력할 것입니다.	중립
대신, 나는 Frank Vickers와 Ed Baughman을 만나고 싶습니다 (수년간 알고 있었고 우리는 가스와 전력을 모두 알고 있습니다) 금요일 오후 나 월요일에 직접 프레젠테이션을 진행하고 그들의 생각과 의견을 얻습니다 (Rahil 포함)..	중립
석사까지 마쳐서 대기업에 들어갈 줄 알았는데 현실은 중소기업 사무직이야.	당황
이번 추석 명절 때 시골에 내려가는 게 너무 걱정스러워!	불안
김 대리는 나에게만 거짓으로 보고를 하고는 일을 진행해서 너무 화가 나.	분노
노후준비를 나름대로 잘 할 거라고 열심히 저축도 하고 했지만 경제적 어려움으로 힘에 부쳐.	슬픔
저를 형제라고 부릅니다!!	중립
내가 목표로 삼고 있던 회사가 부도 처리되었다네. 아예 없어질지도 모르겠어.	상처
내가 어떻게 해야 할지 모르겠어.	상처
부모님과 또 싸웠는데 말이 예쁘게 안 나오네. 조금 미안한 느낌도 들어.	당황
열심히 노력해서 대기업에 입사한 친구가 해고당하길 바라는 나 자신에게 환멸을 느껴.	슬픔
갑자기 회사에서 희망퇴직을 권유 받았어.	당황
다음 목요일 SF에서 GA 회의에 관한 사람들에게 메모를 보내시겠습니까?	중립
Jennifer Bagwell에 대해 이야기하고 Susan Scott을 내 책으로 되돌릴 수있는 가능성에 대해 이야기하는 데 관심이 있습니다.	중립
펀드 매니저를 믿고 펀드를 가입했는데 마이너스 이십 프로야.	상처
우리반에 어떤애가 모범생인 아이를 괴롭히는데 말리고는 싶은데 나도 따돌림 당할까봐 조심스러워.	불안
남자친구가 나에게 숨겨둔 애인이 있었다는 사실을 알게 되어서 너무 충격적이고 슬퍼.	상처
나 정말 슬픈 기분이야.	슬픔
A & A PRC에 갇힌 사람들에게 회사 제트기를 사용할 수 있습니까?다른?	중립
마크, 이것은 훌륭합니다.이 시장 중 일부에서 노출/정치를 제공하는 것은 많은 의미가 있습니다.	중립
병원 갔다 왔는데 치매래. 나 아프면 남편이 내 수발 다 들어줘야 하는데 미안해서 어떡해.	당황
PRC의 VP 부분이 월요일에 완료 될 예정이거나 월요일에 프로세스가 완료 되더라도 화요일에 결과를 이용할 수 있다는 것을 모르겠습니다.	중립
나 오늘 직장에서 왕따 당한 기분이었어.	상처
빌, 신용 문제에 대해 논의하기위한 회의를 설정할 수 있습니까?	중립
예산과 현금 흐름 명세서를 연결 해야하는 몇 가지 요소 중 하나입니다.	중립
Deem의 새로운 Homerun은 학생 평가를 위해 $ 49를 제공하고 4 주간의 수학 또는 영어 수업이 있습니다. $ 링크	중립
나는 내가 뭘 하고 싶은지 어느 대학에 가고 싶은지 잘 몰라서 혼란스럽고 불안해.	불안
저를 따르십시오.	중립
Pchplay & Win에 관한 질문이 있으시면 Pch .com을 방문하십시오.	중립
Milly는 괜찮습니다.그러나 하드 카피를 보내면 문서를 빠르게 읽고 싶습니다 ...	중립
이 오전 언젠가 이것에 대해 논의합시다.	중립
청년들이 좋다고 한 약을 샀는데 모두 가짜야. 너무 배신감이 들어.	상처
직장 동료들이 나만 빼놓고 자기들끼리만 몰려다녀.	상처
삼십 년 다니던 직장을 잃었어. 너무 허탈하고 집에만 있으니까 고독해.	불안
당신이 그것이 어디에 있는지 또는 피드백 및/또는 질문이 있으면 우리에게 알려 주시면 큰 감사를드립니다.	중립
개인 정보 보호 정책에 대한 자세한 내용은	중립
남편이 담배를 못 끊어서 너무 화가 나고 짜증이 나.	분노
Alice, 지난 주에 논의한 직원을 위해 여기에 수취인에 대한 정보가 있습니다.	중립
자세한 내용은 지금 여기로 가십시오	중립
회사에서 명예퇴직을 준비하라고 하는데 어떻게 해야 할지 모르겠어.	불안
5. Mailto : support@mycabinet.me	중립
나는 이것이 캐나다의 예산으로 적용될 것이라고 가정합니다.	중립
Peter, 승인 과정과 일반적인 의사 소통 및 원하는 문제에 대해 최소 1 시간 30 분을 마련해 봅시다.	중립
우리는 재정적 어려움에 관해 많은 사람들로부터 소식을 들었습니다.	중립
그것을 악화시킨 것은 얼어 붙은 날씨가 들어오는 것이 었습니다.	중립
남편의 월급만으로 생활하는 게 힘드니 뭐라도 해야 하는데 할 줄 아는 게 없어서 속상해.	분노
이 이메일은 Enotem을 대신하여 Opt-Intelligence에 의해 전송되어 Pandaresearch.com의 Enotem 제안에 대한 옵트 인을 오후 10:07 PM 06/26/14에 확인합니다.	중립
결혼하면 서로 잘 챙겨줘야 하는 거 아니야?	분노
지난 토요일에 짝사랑하던 철수에게 고백했는데 철수도 나를 좋아하고 있었대.	기쁨
차 사고로 다리를 못 쓰게 됐어. 돈도 못 벌고 아무래도 벌을 받나 봐.	당황
요즘 몸이 많이 안 좋아서 후회돼. 관리를 했어야 했는데 살기 바빠서 병원에 늦게 갔지 뭐야.	슬픔
물론 가족 산책 - 나는 메시지를받습니다 (마지막으로) 이메일을 통해 당신과 의사 소통 할 것입니다.	중립
나 너무 괴로워.	상처
요즘 친구들 사이에서 내 감정이 메마르고 이성이 마비된 느낌을 받아.	슬픔
인덕을 안 쌓았더니 주변에 남은 사람이 없어서 고독하고 허탈해. 다 내 탓이지.	분노
Big Mack ,,,이력서에 깊은 인상을 받았습니다!	중립
오늘 정말 부끄러운 일이 있었어.	당황
Ben Jacoby는 금요일 하얏트에서 이스트 개발 그룹이 2001 년에 대해 논의하기 위해 오프 사이트를 가졌습니다.	중립
다음 주 초에 답을 기대합니다. 월요일이 있기를 바랍니다.	중립
저녁은 집에 들어가서 먹고 싶지 않아. 그래서 매번 회사에서 저녁을 먹었어.	분노
무슨 일을 하든 엄마 아빠가 너무 과잉보호해서 힘들어.	불안
그는 새로운 직책이 제공되는지 확인하기 위해 한 달 동안 기다릴 것입니다.	중립
나이가 들고 주변에 사람이 없으니 마음이 약해져.	불안
아내랑 말하면 기분이 안 좋아서 오는 시간에 맞춰 자는 척을 했어.	분노
지금까지 잘못된 방향으로 취업 준비를 해 온 내가 한심하게 느껴져.	당황
나 친구 때문에 고민이 많은데 들어줄 수 있을까?	슬픔
나는 혼란스러워서 내일 이것에 대해 당신에게 이야기해야 할지도 모른다고 생각합니다.	중립
돈이 떨어지니 따르던 사람들도 썰물 빠지듯 빠져나갈 줄은 미처 몰랐네. 세상 이치가 그렇다는 걸 이제야 깨닫게 된 내 탓이 크지만.	당황
우리는 분명히 저녁, 커피 등을 잡기 위해 시간을 내야합니다. 나는 정말로 그것을 좋아할 것입니다.	중립
노년기에 이혼해서 외롭고 허탈해서 뭐라도 하고 싶은데 뭘 해야 할지 몰라. 매우 초조해.	불안
한 달 만에 신체측정을 했는데 나이가 오년이나 늙어버려서 당황스러워.	당황
이번 주말에 집에서 뒹굴 거리며 푹 쉬려고 했는데 갑자기 회사에서 출근하래.	분노
그렇지 않으면 알려 주시면이 과정을 개선하여 필요한 것을 얻을 수 있습니다.	중립
우리는 당신이 우리의 새로운 응용 프로그램을 즐기시기 바랍니다!	중립
이 긴장은 사람들에게 많은 가슴 앓이를주었습니다.	중립
생일 축하해요!!당신은 무엇을 얻었습니까?	중립
어제 잠을 잘 자지 못했더니 뒷덜미가 뻐근하네.	상처
남편이 아이를 하원 시키는데 연락도 없이 항상 늦어.	분노
Enron Online 다운로드에 대해 논의하려면 월요일에 전화하십시오.	중립
나이 먹은 것도 서러운데 돈 때문에 먹고 싶은 것도 못 먹네. 참 슬퍼.	슬픔
친구가 다녀갔어.　	분노
모든 정보를 살펴보세요 ..	중립
차량, 드라이버 및 지불 정보가 최신인지 확인하려면 정책에 로그인하십시오.	중립
우리는 일반적으로 Bidweek 동안 매우 바쁘고 짧은 손에 닿을 것입니다.	중립
다리가 불편하니 주변에 사람들이 다 떠나가는 것 같아.	상처
진로가 심리상담사인데 괴롭힘당하는 친구를 방관한 적이 있어. 내가 상담사 자격이 있을까.	당황
누나가 유학간대. 나랑 이제 누구랑 노나 생각하니 속상하네.	슬픔
내가 이 시대에 아이를 가지는 게 맞는 걸까?	당황
내일 AM이 당신을 위해 일하는지 알려주세요.	중립
당사로부터 이메일을 받으려면 주소록에 noreply@myscore.com을 추가하십시오.	중립
아기를 기대하거나 아기를 낳을 계획이라면 의사는 많은 검사를 실시하여 귀하와 아기의 건강을 평가할 수 있습니다.	중립
모든 요청이 접수되면 요청을 검토하고 사용 가능한 용량 및 용량 요청에 따라 압축 부여에 대한 결정을 내립니다.	중립
제안을받을 자격이있는 경우 세금 신고서를 작성하여 특정 총계 계산을 중단하고 4 월 16 일까지 보내십시오.	중립
이 회의에 전화 번호를 설정할 가능성이 있습니까?	중립
우리의 회의는 당신이 참석하는 훨씬 더 효과적 일 것입니다.	중립
TextFree를 사용하면 무료 무제한 텍스트와 사진을 얻을 수 있으며 전화를 걸 수 있습니다.	중립
신입사원으로 근무 중인데 생각한 것보다 근무 환경 때문에 견디기 힘들어.	불안
질문이나 우려 사항이 있으시면	중립
위험 관리 운영 이니셔티브에 대해 귀하와 런던의 직원과 계속 협력하기를 기대합니다.	중립
우리는 당신이 와서 놀고 싶다면 토요일에 Papa의 물건을 포장하고 있습니다.	중립
나는 당신이 Linea에 대한 훌륭한 경험을 쌓을 수 있도록 도와주기 위해 여기에 있습니다. 제안, 질문 또는 문제가 있으면 직접 이메일을 보내주십시오.	중립
인생은 죽음까지 결국 혼자인 것 같아서 우울해. 자식들에게 도움을 요청했더니 엄마가 알아서 하라더라.	슬픔
이것은 우리가 또 다른 토론을 할 수 있어야합니다.	중립
남편이 노후 준비는 안 하고 돈만 흥청망청 쓰고 있어서 우울해.	슬픔
우리의 웹 사이트는 우리가 이것에 대해 찾을 수있는만큼 많은 정보를 가져올 것입니다 ... $ 링크	중립
아이를 잃고 자식들 없이 혼자 살다 보니 많이 물러져서 취약해.	불안
동생이 여행 간다며 고양이를 나한테 맡겼는데 비염 때문에 기침이 자꾸 나네.	분노
